“ID”,“DISCIPLINA”,“CONTEUDO”
1205,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Palestra do SIMTEC (1h30m) - Funções recursivas (matemática e programação) (50m) - Exercícios de funções recursivas (50m)
1206,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Palestra do SIMTEC (1h30m) - Funções recursivas (matemática e programação) (50m) - Exercícios de funções recursivas (50m)
1207,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Palestra do SIMTEC (1h30m) - Funções recursivas (matemática e programação) (50m) - Exercícios de funções recursivas (50m)
1208,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Palestra do SIMTEC (1h30m) - Funções recursivas (matemática e programação) (50m) - Exercícios de funções recursivas (50m)
1209,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Lembrete: a resolução dos itens 1-d) e 4) da lista de logaritmos está nos materiais de aula da respectiva aula no AVA + quizzes disponíveis no EAGLE + ementa restante - Recursividade: revisão + conteúdo complementar (quando há + de 1 chamada recursiva ao mesmo tempo E exercício do Giovani) + lista de exercícios da aula passada + 2 exercícios no URI (e explicação processo MDC- exemplos no teste2.c) + outros exercícios no URI - Grafos: revisão (aula 5) + comentário sobre aplicação na jornada do 2º ano + atividade da jornada na disciplina de MDF (PDF + Quadro + Código(grafos1))
1210,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Lembrete: a resolução dos itens 1-d) e 4) da lista de logaritmos está nos materiais de aula da respectiva aula no AVA + quizzes disponíveis no EAGLE + ementa restante - Recursividade: revisão + conteúdo complementar (quando há + de 1 chamada recursiva ao mesmo tempo E exercício do Giovani) + lista de exercícios da aula passada + 2 exercícios no URI (e explicação processo MDC- exemplos no teste2.c) + outros exercícios no URI - Grafos: revisão (aula 5) + comentário sobre aplicação na jornada do 2º ano + atividade da jornada na disciplina de MDF (PDF + Quadro + Código(grafos1))
1211,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Lembrete: a resolução dos itens 1-d) e 4) da lista de logaritmos está nos materiais de aula da respectiva aula no AVA + quizzes disponíveis no EAGLE + ementa restante - Recursividade: revisão + conteúdo complementar (quando há + de 1 chamada recursiva ao mesmo tempo E exercício do Giovani) + lista de exercícios da aula passada + 2 exercícios no URI (e explicação processo MDC- exemplos no teste2.c) + outros exercícios no URI - Grafos: revisão (aula 5) + comentário sobre aplicação na jornada do 2º ano + atividade da jornada na disciplina de MDF (PDF + Quadro + Código(grafos1))
1212,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Lembrete: a resolução dos itens 1-d) e 4) da lista de logaritmos está nos materiais de aula da respectiva aula no AVA + quizzes disponíveis no EAGLE + ementa restante - Recursividade: revisão + conteúdo complementar (quando há + de 1 chamada recursiva ao mesmo tempo E exercício do Giovani) + lista de exercícios da aula passada + 2 exercícios no URI (e explicação processo MDC- exemplos no teste2.c) + outros exercícios no URI - Grafos: revisão (aula 5) + comentário sobre aplicação na jornada do 2º ano + atividade da jornada na disciplina de MDF (PDF + Quadro + Código(grafos1))
1213,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Lembrete: a resolução dos itens 1-d) e 4) da lista de logaritmos está nos materiais de aula da respectiva aula no AVA + quizzes disponíveis no EAGLE + ementa restante - Recursividade: revisão + conteúdo complementar (quando há + de 1 chamada recursiva ao mesmo tempo E exercício do Giovani) + lista de exercícios da aula passada + 2 exercícios no URI (e explicação processo MDC- exemplos no teste2.c) + outros exercícios no URI - Grafos: revisão (aula 5) + comentário sobre aplicação na jornada do 2º ano + atividade da jornada na disciplina de MDF (PDF + Quadro + Código(grafos1))
1214,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Lembrete: a resolução dos itens 1-d) e 4) da lista de logaritmos está nos materiais de aula da respectiva aula no AVA + quizzes disponíveis no EAGLE + ementa restante - Recursividade: revisão + conteúdo complementar (quando há + de 1 chamada recursiva ao mesmo tempo E exercício do Giovani) + lista de exercícios da aula passada + 2 exercícios no URI (e explicação processo MDC- exemplos no teste2.c) + outros exercícios no URI - Grafos: revisão (aula 5) + comentário sobre aplicação na jornada do 2º ano + atividade da jornada na disciplina de MDF (PDF + Quadro + Código(grafos1))
1215,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Lembrete: a resolução dos itens 1-d) e 4) da lista de logaritmos está nos materiais de aula da respectiva aula no AVA + quizzes disponíveis no EAGLE + ementa restante - Recursividade: revisão + conteúdo complementar (quando há + de 1 chamada recursiva ao mesmo tempo E exercício do Giovani) + lista de exercícios da aula passada + 2 exercícios no URI (e explicação processo MDC- exemplos no teste2.c) + outros exercícios no URI - Grafos: revisão (aula 5) + comentário sobre aplicação na jornada do 2º ano + atividade da jornada na disciplina de MDF (PDF + Quadro + Código(grafos1))
1216,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Lembrete: a resolução dos itens 1-d) e 4) da lista de logaritmos está nos materiais de aula da respectiva aula no AVA + quizzes disponíveis no EAGLE + ementa restante - Recursividade: revisão + conteúdo complementar (quando há + de 1 chamada recursiva ao mesmo tempo E exercício do Giovani) + lista de exercícios da aula passada + 2 exercícios no URI (e explicação processo MDC- exemplos no teste2.c) + outros exercícios no URI - Grafos: revisão (aula 5) + comentário sobre aplicação na jornada do 2º ano + atividade da jornada na disciplina de MDF (PDF + Quadro + Código(grafos1))
1217,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Avisos: quizzes Eagle + entregas AVA + cronograma (hoje e próximas aulas) - Matrizes e Determinantes: Teoria (slides/quadro) / Prática (código C) - Implementação grafos computacionalmente (slides + VisuAlgo + código) + comentário sobre recursividade e busca em profundidade + explicação sobre a questão 3) da atividade da jornada - Explicação da lista de exercícios de matrizes e determinantes / Lista Extra no URI - Tempo principalmente para atividade da jornada / outras atividades
1218,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Avisos: quizzes Eagle + entregas AVA + cronograma (hoje e próximas aulas) - Matrizes e Determinantes: Teoria (slides/quadro) / Prática (código C) - Implementação grafos computacionalmente (slides + VisuAlgo + código) + comentário sobre recursividade e busca em profundidade + explicação sobre a questão 3) da atividade da jornada - Explicação da lista de exercícios de matrizes e determinantes / Lista Extra no URI - Tempo principalmente para atividade da jornada / outras atividades
1219,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Avisos: quizzes Eagle + entregas AVA + cronograma (hoje e próximas aulas) - Matrizes e Determinantes: Teoria (slides/quadro) / Prática (código C) - Implementação grafos computacionalmente (slides + VisuAlgo + código) + comentário sobre recursividade e busca em profundidade + explicação sobre a questão 3) da atividade da jornada - Explicação da lista de exercícios de matrizes e determinantes / Lista Extra no URI - Tempo principalmente para atividade da jornada / outras atividades
1220,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Avisos: quizzes Eagle + entregas AVA + cronograma (hoje e próximas aulas) - Matrizes e Determinantes: Teoria (slides/quadro) / Prática (código C) - Implementação grafos computacionalmente (slides + VisuAlgo + código) + comentário sobre recursividade e busca em profundidade + explicação sobre a questão 3) da atividade da jornada - Explicação da lista de exercícios de matrizes e determinantes / Lista Extra no URI - Tempo principalmente para atividade da jornada / outras atividades
1221,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Avisos: quizzes no Eagle- cronograma da disciplina e atividades do bimestre (tabela excel) - Revisão aula anterior: matrizes e determinantes - Determinantes e Matrizes Inversas (slides + quadro) - Explicação da lista de matrizes e determinantes - Tempo para realização de todas as atividades
1222,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Avisos: quizzes no Eagle- cronograma da disciplina e atividades do bimestre (tabela excel) - Revisão aula anterior: matrizes e determinantes - Determinantes e Matrizes Inversas (slides + quadro) - Explicação da lista de matrizes e determinantes - Tempo para realização de todas as atividades
1223,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Avisos: quizzes no Eagle- cronograma da disciplina e atividades do bimestre (tabela excel) - Revisão aula anterior: matrizes e determinantes - Determinantes e Matrizes Inversas (slides + quadro) - Explicação da lista de matrizes e determinantes - Tempo para realização de todas as atividades
1224,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Avisos: quizzes no Eagle- cronograma da disciplina e atividades do bimestre (tabela excel) - Revisão aula anterior: matrizes e determinantes - Determinantes e Matrizes Inversas (slides + quadro) - Explicação da lista de matrizes e determinantes - Tempo para realização de todas as atividades
1225,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Avisos: quizzes no Eagle + Fechamento do Semestre - Análise Combinatória: Princípio Fundamental da Contagem - Arranjos e Permutações - Tempo para as atividades do dia e das aulas anteriores
1226,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Avisos: quizzes no Eagle + Fechamento do Semestre - Análise Combinatória: Princípio Fundamental da Contagem - Arranjos e Permutações - Tempo para as atividades do dia e das aulas anteriores
1227,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Avisos: quizzes no Eagle + Fechamento do Semestre - Análise Combinatória: Princípio Fundamental da Contagem - Arranjos e Permutações - Tempo para as atividades do dia e das aulas anteriores
1228,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Avisos: quizzes no Eagle + Fechamento do Semestre - Análise Combinatória: Princípio Fundamental da Contagem - Arranjos e Permutações - Tempo para as atividades do dia e das aulas anteriores
1229,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Análise Combinatória: Permutações com Repetição e Combinações - Avisos: quizzes Eagle + fechamento do semestre/ano - Apresentações dos alunos (em equipe) sobre os projetos da jornada- com foco na parte da disciplina (sobre Grafos) (7 equipes- de 10 a 15 min cada)
1230,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Análise Combinatória: Permutações com Repetição e Combinações - Avisos: quizzes Eagle + fechamento do semestre/ano - Apresentações dos alunos (em equipe) sobre os projetos da jornada- com foco na parte da disciplina (sobre Grafos) (7 equipes- de 10 a 15 min cada)
1231,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Análise Combinatória: Permutações com Repetição e Combinações - Avisos: quizzes Eagle + fechamento do semestre/ano - Apresentações dos alunos (em equipe) sobre os projetos da jornada- com foco na parte da disciplina (sobre Grafos) (7 equipes- de 10 a 15 min cada)
1232,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Análise Combinatória: Permutações com Repetição e Combinações - Avisos: quizzes Eagle + fechamento do semestre/ano - Apresentações dos alunos (em equipe) sobre os projetos da jornada- com foco na parte da disciplina (sobre Grafos) (7 equipes- de 10 a 15 min cada)
1233,C1,Apresentação Disciplina e Revisão de Lógica de Programação
1234,C1,Apresentação Disciplina e Revisão de Lógica de Programação
1235,C1,Apresentação Disciplina e Revisão de Lógica de Programação
1236,C1,Apresentação Disciplina e Revisão de Lógica de Programação
1237,C1,FINALIZAÇÃO DE REVISÃO E ATIVIDADES PRÁTICAS
1238,C1,FINALIZAÇÃO DE REVISÃO E ATIVIDADES PRÁTICAS
1239,C1,FINALIZAÇÃO DE REVISÃO E ATIVIDADES PRÁTICAS
1240,C1,FINALIZAÇÃO DE REVISÃO E ATIVIDADES PRÁTICAS
1241,C1,Tipos de Dados definidos pelo Programador
1242,C1,Tipos de Dados definidos pelo Programador
1243,C1,Tipos de Dados definidos pelo Programador
1244,C1,Tipos de Dados definidos pelo Programador
1245,C1,Atividade prática de Tipos de Dados definidos pelo Programador
1246,C1,Atividade prática de Tipos de Dados definidos pelo Programador
1247,C1,Atividade prática de Tipos de Dados definidos pelo Programador
1248,C1,Atividade prática de Tipos de Dados definidos pelo Programador
1249,C1,PALESTRA INDÚSTRIA 4.0: IA- IOT E ROBÓTICA
1250,C1,PALESTRA INDÚSTRIA 4.0: IA- IOT E ROBÓTICA
1251,C1,PALESTRA INDÚSTRIA 4.0: IA- IOT E ROBÓTICA
1252,C1,PALESTRA INDÚSTRIA 4.0: IA- IOT E ROBÓTICA
1253,C1,Atividade prática de Tipos de Dados definidos pelo Programador. Auxilio na resolução.  Demonstração de atividades.
1254,C1,Atividade prática de Tipos de Dados definidos pelo Programador. Auxilio na resolução.  Demonstração de atividades.
1255,C1,Atividade prática de Tipos de Dados definidos pelo Programador. Auxilio na resolução.  Demonstração de atividades.
1256,C1,Atividade prática de Tipos de Dados definidos pelo Programador. Auxilio na resolução.  Demonstração de atividades.
1257,C1,Atividade prática de Tipos de Dados definidos pelo Programador. Auxilio na resolução.  Demonstração de atividades.
1258,C1,Atividade Avaliativa
1259,C1,Atividade Avaliativa
1260,C1,Atividade Avaliativa
1261,C1,Atividade Avaliativa
1262,C1,Introdução a ponteiros.
1263,C1,Introdução a ponteiros.
1264,C1,Funções e Ponteiros
1265,C1,Funções e Ponteiros
1266,C1,Atividade prática utilizando Funções e Ponteiros
1267,C1,Atividade prática utilizando Funções e Ponteiros
1268,C1,Atividade prática utilizando Funções e Ponteiros
1269,C1,Atividade prática utilizando Funções e Ponteiros
1270,C1,Aritmética de ponteiros- vetor- matrizes.
1271,C1,Aritmética de ponteiros- vetor- matrizes.
1272,C1,Aritmética de ponteiros- vetor- matrizes.
1273,C1,Aritmética de ponteiros- vetor- matrizes.
1274,C1,Jornada de aprendizagem - Hands-on: Inicio da implementação do projeto interdisciplinar utilizando todo conhecimento visto na disciplina até o momento.
1275,C1,Jornada de aprendizagem - Hands-on: Inicio da implementação do projeto interdisciplinar utilizando todo conhecimento visto na disciplina até o momento.
1276,C1,Jornada de aprendizagem - Hands-on: Inicio da implementação do projeto interdisciplinar utilizando todo conhecimento visto na disciplina até o momento.
1277,C1,Jornada de aprendizagem - Hands-on: Inicio da implementação do projeto interdisciplinar utilizando todo conhecimento visto na disciplina até o momento.
1278,C1,Introdução a manipulação de arquivos em c.
1279,C1,Introdução a manipulação de arquivos em c.
1280,C1,Introdução a manipulação de arquivos em c.
1281,C1,Introdução a manipulação de arquivos em c.
1282,C1,Atividade prática manipulação de arquivos
1283,C1,Atividade prática manipulação de arquivos
1284,C1,Atividade prática manipulação de arquivos
1285,C1,Atividade prática manipulação de arquivos
1286,C1,Manipulação avançada de arquivos.
1287,C1,Manipulação avançada de arquivos.
1288,C1,Jornada de Aprendizagem: trabalhando nos projetos interdisciplinares- realizando implementações.
1289,C1,Jornada de Aprendizagem: trabalhando nos projetos interdisciplinares- realizando implementações.
1290,C1,Jornada de Aprendizagem: trabalhando nos projetos interdisciplinares- realizando implementações.
1291,C1,Jornada de Aprendizagem: trabalhando nos projetos interdisciplinares- realizando implementações.
1292,C1,Jornada de Aprendizagem: trabalhando nos projetos interdisciplinares- realizando implementações.
1293,C1,Jornada de Aprendizagem: trabalhando nos projetos interdisciplinares- realizando implementações.
1294,C1,Jornada de Aprendizagem - time to speak: Apresentação dos resultados parciais até o momento das implementações- estudos e documentações.
1295,C1,Jornada de Aprendizagem - time to speak: Apresentação dos resultados parciais até o momento das implementações- estudos e documentações.
1296,C1,Jornada de Aprendizagem - time to speak: Apresentação dos resultados parciais até o momento das implementações- estudos e documentações.
1297,C1,Jornada de Aprendizagem - time to speak: Apresentação dos resultados parciais até o momento das implementações- estudos e documentações.
1298,C1,Discussão dos projetos apresentados- proposições de melhorias.  Melhoria dos projetos para entrega final.
1299,C1,Discussão dos projetos apresentados- proposições de melhorias.  Melhoria dos projetos para entrega final.
1300,C1,Discussão dos projetos apresentados- proposições de melhorias.  Melhoria dos projetos para entrega final.
1301,C1,Discussão dos projetos apresentados- proposições de melhorias.  Melhoria dos projetos para entrega final.
1302,C1,Atividade de revisão e avaliativa do semestre.
1303,C1,Atividade de revisão e avaliativa do semestre.
1304,C1,Atividade de revisão e avaliativa do semestre.
1305,C1,Atividade de revisão e avaliativa do semestre.
1306,C1,Correção de atividade- tira dúvida e entrega das notas.
1307,C1,Correção de atividade- tira dúvida e entrega das notas.
1308,C1,Correção de atividade- tira dúvida e entrega das notas.
1309,C1,Correção de atividade- tira dúvida e entrega das notas.
1310,C1,Apresentação Disciplina e Introdução a Banco de dados
1311,C1,Apresentação Disciplina e Introdução a Banco de dados
1312,C1,Apresentação Disciplina e Introdução a Banco de dados
1313,C1,Apresentação Disciplina e Introdução a Banco de dados
1314,C1,Introdução ao modelo de entidade e relacionamento  - Modelo conceitual de dados.
1315,C1,Introdução ao modelo de entidade e relacionamento  - Modelo conceitual de dados.
1316,C1,Introdução ao modelo de entidade e relacionamento  - Modelo conceitual de dados.
1317,C1,Introdução ao modelo de entidade e relacionamento  - Modelo conceitual de dados.
1318,C1,Modelo de entidade e relacionamento estendido
1319,C1,Modelo de entidade e relacionamento estendido
1320,C1,Modelo de entidade e relacionamento estendido
1321,C1,Modelo de entidade e relacionamento estendido
1322,C1,Mapeamento Modelo conceitual para modelo lógico
1323,C1,Mapeamento Modelo conceitual para modelo lógico
1324,C1,Mapeamento Modelo conceitual para modelo lógico
1325,C1,Mapeamento Modelo conceitual para modelo lógico
1326,C1,Atividade prática:  Criação de modelo conceitual e mapeamento para o modelo lógico de dados.
1327,C1,Atividade prática:  Criação de modelo conceitual e mapeamento para o modelo lógico de dados.
1328,C1,Atividade prática:  Criação de modelo conceitual e mapeamento para o modelo lógico de dados.
1329,C1,Atividade prática:  Criação de modelo conceitual e mapeamento para o modelo lógico de dados.
1330,C1,Introdução a SQL (Modelo Físico)
1331,C1,Introdução a SQL (Modelo Físico)
1332,C1,Introdução a SQL (Modelo Físico)
1333,C1,Introdução a SQL (Modelo Físico)
1334,C1,Introdução a SQL (Modelo Físico)
1335,C1,Atividade prática criação de banco de dados físico.
1336,C1,Atividade prática criação de banco de dados físico.
1337,C1,Atividade prática criação de banco de dados físico.
1338,C1,Atividade prática criação de banco de dados físico.
1339,C1,Atividade avaliativa- questões e criação de um modelo conceitual- lógico e físico de dados.
1340,C1,Atividade avaliativa- questões e criação de um modelo conceitual- lógico e físico de dados.
1341,C1,Atividade avaliativa- questões e criação de um modelo conceitual- lógico e físico de dados.
1342,C1,Atividade avaliativa- questões e criação de um modelo conceitual- lógico e físico de dados.
1343,C1,Atividade avaliativa- questões e criação de um modelo conceitual- lógico e físico de dados.
1344,C1,Atividade avaliativa- questões e criação de um modelo conceitual- lógico e físico de dados.
1345,C1,Atividade avaliativa- questões e criação de um modelo conceitual- lógico e físico de dados.
1346,C1,Atividade avaliativa- questões e criação de um modelo conceitual- lógico e físico de dados.
1347,C1,Introdução aos comandos DML
1348,C1,Introdução aos comandos DML
1349,C1,Introdução aos comandos DML
1350,C1,Introdução aos comandos DML
1351,C1,Atividade prática utilizando comandos DML 
1352,C1,Atividade prática utilizando comandos DML 
1353,C1,Atividade prática utilizando comandos DML 
1354,C1,Atividade prática utilizando comandos DML 
1355,C1,Continuação dos comandos DML avançados.
1356,C1, Continuação dos comandos DML avançados.
1357,C1,Jornada de aprendizagem: aplicação prática dos conceitos e conhecimentos adquiridos no projeto interdisciplinar do semestre.
1358,C1,Jornada de aprendizagem: aplicação prática dos conceitos e conhecimentos adquiridos no projeto interdisciplinar do semestre.
1359,C1,Jornada de aprendizagem: aplicação prática dos conceitos e conhecimentos adquiridos no projeto interdisciplinar do semestre.
1360,C1,Jornada de aprendizagem: aplicação prática dos conceitos e conhecimentos adquiridos no projeto interdisciplinar do semestre.
1361,C1,Atividade de pesquisa sobre formas normais e dependência funcional.
1362,C1,Atividade de pesquisa sobre formas normais e dependência funcional.
1363,C1,Atividade de pesquisa sobre formas normais e dependência funcional
1364,C1,Atividade de pesquisa sobre formas normais e dependência funcional
1365,C1,Atividade de pesquisa sobre formas normais e dependência funcional
1366,C1,Atividade de pesquisa sobre formas normais e dependência funcional
1367,C1,Normalização Slides- Explicações e discussão com os alunos que confeccionaram trabalho prévio.
1368,C1,Normalização Slides- Explicações e discussão com os alunos que confeccionaram trabalho prévio.
1369,C1,Normalização Slides- Explicações e discussão com os alunos que confeccionaram trabalho prévio.
1370,C1,Normalização Slides- Explicações e discussão com os alunos que confeccionaram trabalho prévio.
1371,C1,Jornada de aprendizagem: Apresentação do projeto. Estágio em que se encontra e próximos passos.
1372,C1,Jornada de aprendizagem: Apresentação do projeto. Estágio em que se encontra e próximos passos.
1373,C1,Jornada de aprendizagem: Apresentação do projeto. Estágio em que se encontra e próximos passos.
1374,C1,Jornada de aprendizagem: Apresentação do projeto. Estágio em que se encontra e próximos passos.
1375,C1,Jornada de aprendizagem: Correção dos projetos- melhorias e finalização.
1376,C1,Jornada de aprendizagem: Correção dos projetos- melhorias e finalização.
1377,C1,Jornada de aprendizagem: Correção dos projetos- melhorias e finalização.
1378,C1,Jornada de aprendizagem: Correção dos projetos- melhorias e finalização.
1379,C1,Atividade Avaliativa de fechamento do semestre.
1380,C1,Atividade Avaliativa de fechamento do semestre.
1381,C1,Atividade Avaliativa de fechamento do semestre.
1382,C1,Atividade Avaliativa de fechamento do semestre.
1383,C1,Entrega das avaliações- notas e tira dúvidas.
1384,C1,Entrega das avaliações- notas e tira dúvidas.
1385,C1,Entrega das avaliações- notas e tira dúvidas.
1386,C1,Entrega das avaliações- notas e tira dúvidas.
1387,C1,Suspensão de aula presencial- devido ao plano de precaução do COVID-19: - Apresentação minha - Apresentação alunos (escrita + oral) - Slides iniciais da disciplina - Revisão ED1 - Explicação do experimento (e termo) + avaliação de conhecimentos prévios 
1388,C1,Suspensão de aula presencial- devido ao plano de precaução do COVID-19: - Apresentação minha - Apresentação alunos (escrita + oral) - Slides iniciais da disciplina - Revisão ED1 - Explicação do experimento (e termo) + avaliação de conhecimentos prévios 
1389,C1,Suspensão de aula presencial- devido ao plano de precaução do COVID-19: - Apresentação minha - Apresentação alunos (escrita + oral) - Slides iniciais da disciplina - Revisão ED1 - Explicação do experimento (e termo) + avaliação de conhecimentos prévios 
1390,C1,Suspensão de aula presencial- devido ao plano de precaução do COVID-19: - Apresentação minha - Apresentação alunos (escrita + oral) - Slides iniciais da disciplina - Revisão ED1 - Explicação do experimento (e termo) + avaliação de conhecimentos prévios 
1391,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Revisão de C e ED1: Parâmetros- Referência- Ponteiros- Recursão- Alocação Dinâmica- TAD - Sistema Eagle (apresentação e cadastro) - URI (apresentação e cadastro) - Apresentação exercícios de fixação do dia - Resolução dos exercícios individualmente
1392,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Revisão de C e ED1: Parâmetros- Referência- Ponteiros- Recursão- Alocação Dinâmica- TAD - Sistema Eagle (apresentação e cadastro) - URI (apresentação e cadastro) - Apresentação exercícios de fixação do dia - Resolução dos exercícios individualmente
1393,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Revisão de C e ED1: Parâmetros- Referência- Ponteiros- Recursão- Alocação Dinâmica- TAD - Sistema Eagle (apresentação e cadastro) - URI (apresentação e cadastro) - Apresentação exercícios de fixação do dia - Resolução dos exercícios individualmente
1394,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Revisão de C e ED1: Parâmetros- Referência- Ponteiros- Recursão- Alocação Dinâmica- TAD - Sistema Eagle (apresentação e cadastro) - URI (apresentação e cadastro) - Apresentação exercícios de fixação do dia - Resolução dos exercícios individualmente
1395,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Resolução dos exercícios de revisão de C e ED1 - Apresentação da solução dos exercícios - Teoria dos Grafos - Vídeos: aplicações de grafos e árvores
1396,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Resolução dos exercícios de revisão de C e ED1 - Apresentação da solução dos exercícios - Teoria dos Grafos - Vídeos: aplicações de grafos e árvores
1397,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Resolução dos exercícios de revisão de C e ED1 - Apresentação da solução dos exercícios - Teoria dos Grafos - Vídeos: aplicações de grafos e árvores
1398,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Resolução dos exercícios de revisão de C e ED1 - Apresentação da solução dos exercícios - Teoria dos Grafos - Vídeos: aplicações de grafos e árvores
1399,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Feedback da primeira atividade- TAD(IDEs diferentes)- atividades avaliativas- participação em aula (planilha de chamadas)- formato de submissões- futuras atividades- resolução dos exercícios anteriores- URI- Eagle - Revisão da teoria dos grafos e suas aplicações - Implementando grafos: conceitos e implementação (slides + quadro) - Apresentação da atividade - Atividade individual de implementação de grafos
1400,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Feedback da primeira atividade- TAD(IDEs diferentes)- atividades avaliativas- participação em aula (planilha de chamadas)- formato de submissões- futuras atividades- resolução dos exercícios anteriores- URI- Eagle - Revisão da teoria dos grafos e suas aplicações - Implementando grafos: conceitos e implementação (slides + quadro) - Apresentação da atividade - Atividade individual de implementação de grafos
1401,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Feedback da primeira atividade- TAD(IDEs diferentes)- atividades avaliativas- participação em aula (planilha de chamadas)- formato de submissões- futuras atividades- resolução dos exercícios anteriores- URI- Eagle - Revisão da teoria dos grafos e suas aplicações - Implementando grafos: conceitos e implementação (slides + quadro) - Apresentação da atividade - Atividade individual de implementação de grafos
1402,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Feedback da primeira atividade- TAD(IDEs diferentes)- atividades avaliativas- participação em aula (planilha de chamadas)- formato de submissões- futuras atividades- resolução dos exercícios anteriores- URI- Eagle - Revisão da teoria dos grafos e suas aplicações - Implementando grafos: conceitos e implementação (slides + quadro) - Apresentação da atividade - Atividade individual de implementação de grafos
1403,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Resolução da implementação de grafos: implementação dos alunos / implementação do professor (grafo e digrafo) - Busca em grafos: largura e profundidade (conceito e implementação) - Apresentação da atividade da jornada (dentro de ED2 - Grafos- 1ª Parte) - Término da implementação de grafos + atividade do dia da jornada
1404,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Resolução da implementação de grafos: implementação dos alunos / implementação do professor (grafo e digrafo) - Busca em grafos: largura e profundidade (conceito e implementação) - Apresentação da atividade da jornada (dentro de ED2 - Grafos- 1ª Parte) - Término da implementação de grafos + atividade do dia da jornada
1405,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Resolução da implementação de grafos: implementação dos alunos / implementação do professor (grafo e digrafo) - Busca em grafos: largura e profundidade (conceito e implementação) - Apresentação da atividade da jornada (dentro de ED2 - Grafos- 1ª Parte) - Término da implementação de grafos + atividade do dia da jornada
1406,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Resolução da implementação de grafos: implementação dos alunos / implementação do professor (grafo e digrafo) - Busca em grafos: largura e profundidade (conceito e implementação) - Apresentação da atividade da jornada (dentro de ED2 - Grafos- 1ª Parte) - Término da implementação de grafos + atividade do dia da jornada
1407,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Busca por menor caminho: Teoria + exemplo com exercício do URI no quadro - Busca em grafos: largura e profundidade (conceito e implementação) - Apresentação dos exercícios do dia (texto + código de apoio) - Término atividade jornada / Atividade do dia
1408,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Busca por menor caminho: Teoria + exemplo com exercício do URI no quadro - Busca em grafos: largura e profundidade (conceito e implementação) - Apresentação dos exercícios do dia (texto + código de apoio) - Término atividade jornada / Atividade do dia
1409,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Busca por menor caminho: Teoria + exemplo com exercício do URI no quadro - Busca em grafos: largura e profundidade (conceito e implementação) - Apresentação dos exercícios do dia (texto + código de apoio) - Término atividade jornada / Atividade do dia
1410,C1,Hoje Aulas em ambiente Virtual- devido ao COVID: - Busca por menor caminho: Teoria + exemplo com exercício do URI no quadro - Busca em grafos: largura e profundidade (conceito e implementação) - Apresentação dos exercícios do dia (texto + código de apoio) - Término atividade jornada / Atividade do dia
